City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
587,Bundaberg,AU,-24.85,152.35,74.21,63,56,3.0,2022-10-12 05:54:18
588,Hailey,US,43.5196,-114.3153,51.89,35,0,8.63,2022-10-12 05:50:53
589,Fuerte Olimpo,PY,-21.0415,-57.8738,63.93,99,85,1.39,2022-10-12 05:54:19
590,Veraval,IN,20.9,70.3667,87.37,56,99,3.8,2022-10-12 05:54:19
591,Sotouboua,TG,8.5667,0.9833,70.0,94,69,1.01,2022-10-12 05:54:20
592,Opuwo,NA,-18.0607,13.84,74.59,21,23,5.68,2022-10-12 05:54:21
593,Hudson Bay,CA,52.85,-102.3842,44.19,61,90,11.99,2022-10-12 05:55:22
594,Kudahuvadhoo,MV,2.6708,72.8944,82.2,77,88,20.0,2022-10-12 05:55:23
595,Miquelon,PM,47.0975,-56.3814,51.8,69,25,21.72,2022-10-12 05:55:24
596,Bonavista,CA,48.6499,-53.1147,49.23,66,79,23.91,2022-10-12 05:55:25
597,Deerlijk,BE,50.8534,3.3542,48.06,91,80,4.23,2022-10-12 05:54:59
598,Dafeng,CN,23.4517,108.5881,78.58,29,17,6.02,2022-10-12 05:55:26
599,Asau,RO,46.4333,26.4,45.52,59,80,1.21,2022-10-12 05:55:27
600,Talcahuano,CL,-36.7167,-73.1167,53.28,94,100,3.44,2022-10-12 05:55:28
601,Daru,PG,-9.0763,143.2092,83.07,74,83,11.72,2022-10-12 05:55:28
602,Nagato,JP,34.3833,131.2,68.72,61,8,15.43,2022-10-12 05:55:29
603,Mandeville,JM,18.0417,-77.5071,68.4,92,80,2.66,2022-10-12 05:53:33
604,Kuala Lipis,MY,4.1842,102.0468,89.53,54,97,2.19,2022-10-12 05:55:30
605,Bartlesville,US,36.7473,-95.9808,67.01,74,5,1.99,2022-10-12 05:55:30
606,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.05,96,94,0.54,2022-10-12 05:55:31
607,Murom,RU,55.5656,42.0417,43.79,85,100,6.89,2022-10-12 05:55:32
608,Fecamp,FR,49.7579,0.3746,44.31,67,100,7.92,2022-10-12 05:55:33
609,Gorontalo,ID,0.5412,123.0595,81.19,80,100,4.88,2022-10-12 05:54:49
610,Honningsvag,NO,70.9821,25.9704,44.35,70,20,16.11,2022-10-12 05:55:33
611,Kruisfontein,ZA,-34.0033,24.7314,65.88,75,100,4.56,2022-10-12 05:55:34
612,Kurumkan,RU,54.3,110.3,43.92,80,96,7.16,2022-10-12 05:55:35
613,Agadez,NE,19.75,10.25,75.07,18,4,8.23,2022-10-12 05:55:35
614,Vaijapur,IN,19.9167,74.7333,71.85,93,100,7.05,2022-10-12 05:55:36
615,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,93,75,4.47,2022-10-12 05:55:37
616,Chake Chake,TZ,-5.2459,39.7666,80.44,55,23,10.02,2022-10-12 05:55:37
617,Ust-Omchug,RU,61.15,149.6333,18.5,88,100,4.83,2022-10-12 05:55:38
618,Cape Coast,GH,5.1053,-1.2466,76.03,88,65,4.32,2022-10-12 05:55:39
619,Havre-Saint-Pierre,CA,50.2334,-63.5986,42.8,93,75,0.0,2022-10-12 05:55:39
620,Turka,UA,49.1541,23.0297,37.8,85,50,1.92,2022-10-12 05:55:40
621,Taoudenni,ML,22.6783,-3.9836,86.61,23,34,6.78,2022-10-12 05:55:41
622,Escanaba,US,45.7453,-87.0646,61.52,99,100,16.11,2022-10-12 05:55:21
623,Broken Hill,AU,-31.95,141.4333,72.27,38,100,4.29,2022-10-12 05:55:10
624,Bad Doberan,DE,54.1071,11.9005,52.0,92,54,6.42,2022-10-12 05:55:42
625,Maridi,SS,4.9158,29.4742,72.66,86,8,2.21,2022-10-12 05:55:43
626,Rangoon,MM,16.8053,96.1561,89.56,66,40,8.05,2022-10-12 05:55:43
627,Sitka,US,57.0531,-135.33,49.89,87,100,4.61,2022-10-12 05:55:44
628,Olkhovka,RU,53.2115,60.6069,55.0,34,98,6.55,2022-10-12 05:55:44
629,Maiduguri,NG,11.8464,13.1603,79.2,56,64,3.71,2022-10-12 05:55:45
630,Milkovo,RU,54.7167,158.6167,35.24,100,100,1.23,2022-10-12 05:55:46
631,Araouane,ML,18.9048,-3.5265,85.73,15,2,4.5,2022-10-12 05:55:46
632,Kawalu,ID,-7.3817,108.2082,77.05,87,99,5.26,2022-10-12 05:55:47
633,Sayyan,YE,15.1718,44.3244,62.08,29,15,7.9,2022-10-12 05:55:47
634,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,65.86,93,100,2.95,2022-10-12 05:55:48
635,Sikasso,ML,10.9167,-7.0,71.69,92,49,4.47,2022-10-12 05:55:49
636,Mao,ES,39.8885,4.2658,66.76,94,40,3.44,2022-10-12 05:55:49
637,Santa Barbara,US,34.7333,-120.0343,59.83,94,20,0.0,2022-10-12 05:54:40
638,Invercargill,NZ,-46.4,168.35,50.29,59,8,5.12,2022-10-12 05:56:50
639,Atlantic Beach,US,30.3344,-81.3987,76.05,93,100,5.75,2022-10-12 05:56:51
640,Prieska,ZA,-29.6641,22.7474,82.85,16,99,14.16,2022-10-12 05:56:52
641,Tura,IN,25.5198,90.2201,76.1,91,98,4.68,2022-10-12 05:56:52
642,Maldonado,UY,-34.6667,-54.9167,52.99,89,96,3.85,2022-10-12 05:56:54
643,White Settlement,US,32.7596,-97.4584,76.08,62,1,11.01,2022-10-12 05:53:57
644,Velika Gorica,HR,45.7125,16.0756,52.18,90,37,3.44,2022-10-12 05:56:55
645,Vrangel,RU,42.7297,133.0839,56.37,53,0,12.57,2022-10-12 05:56:55
646,Whyalla,AU,-33.0333,137.5833,58.89,88,75,5.75,2022-10-12 05:52:21
647,Koumac,NC,-20.5667,164.2833,76.41,73,92,5.48,2022-10-12 05:56:56
648,Pirna,DE,50.9584,13.937,49.78,81,10,3.67,2022-10-12 05:56:57
649,Elizabeth City,US,36.2946,-76.2511,53.62,95,42,2.62,2022-10-12 05:56:57
650,Syracuse,IT,37.0881,15.2792,64.31,80,52,3.78,2022-10-12 05:52:01
651,Praxedis Guerrero,MX,31.3667,-106.0167,70.02,43,72,3.24,2022-10-12 05:56:58
652,General Pico,AR,-35.6566,-63.7568,53.82,28,31,8.3,2022-10-12 05:56:59
653,Pacific Grove,US,36.6177,-121.9166,58.01,90,49,1.01,2022-10-12 05:57:00
654,Abalak,RU,58.1286,68.5944,46.99,65,45,3.47,2022-10-12 05:57:00
655,Kashin,RU,57.3592,37.6081,41.47,81,48,4.83,2022-10-12 05:57:01
656,Imbituba,BR,-28.24,-48.6703,66.85,97,100,10.8,2022-10-12 05:57:01
657,Wenling,CN,28.3669,121.36,69.08,60,89,17.18,2022-10-12 05:57:02
658,Canatlan,MX,24.5167,-104.7833,56.95,39,81,4.52,2022-10-12 05:57:03
659,Yuanping,CN,38.7153,112.7575,59.79,25,99,2.71,2022-10-12 05:57:04
660,Hobyo,SO,5.3505,48.5268,81.21,70,68,16.4,2022-10-12 05:57:04
661,Lazarev,RU,52.225,141.5131,44.15,59,98,17.74,2022-10-12 05:57:05
662,Conceicao Das Alagoas,BR,-19.9147,-48.3883,76.78,38,58,5.41,2022-10-12 05:57:06
663,Puerto Suarez,BO,-18.95,-57.8,66.65,98,95,2.42,2022-10-12 05:57:07
664,Phalodi,IN,27.1333,72.3667,94.05,19,0,6.24,2022-10-12 05:57:07
665,Kalaiya,NP,27.0327,85.0022,80.55,73,100,3.2,2022-10-12 05:57:08
666,Manicore,BR,-5.8092,-61.3003,74.35,75,85,1.14,2022-10-12 05:57:09
667,Dioknisi,GE,41.6293,42.3917,53.15,57,17,2.77,2022-10-12 05:57:09
668,Lumeje,AO,-11.55,20.7833,74.44,33,53,3.94,2022-10-12 05:57:10
669,Copiapo,CL,-27.3667,-70.3333,49.69,55,0,1.32,2022-10-12 05:57:10
670,San Policarpo,PH,12.1791,125.5072,86.97,67,97,5.21,2022-10-12 05:57:11
671,Husavik,IS,66.0449,-17.3389,38.03,88,82,9.44,2022-10-12 05:57:12
672,Bang Sao Thong,TH,13.595,100.8304,90.99,55,20,6.91,2022-10-12 05:57:12
673,Carauari,BR,-4.8828,-66.8958,71.87,99,92,1.07,2022-10-12 05:57:13
674,Vakhrushev,RU,48.9833,142.9667,46.9,65,87,15.23,2022-10-12 05:57:13
675,Male,MV,4.1748,73.5089,84.15,79,40,19.57,2022-10-12 05:57:14
676,San Quintin,MX,30.4833,-115.95,66.51,84,34,9.37,2022-10-12 05:57:15
677,Shu,KZ,43.5983,73.7614,65.82,16,0,1.83,2022-10-12 05:57:15
678,Togur,RU,58.3631,82.8265,43.9,64,87,10.56,2022-10-12 05:57:16
679,Kagoro,NG,9.6,8.3833,70.16,77,100,2.57,2022-10-12 05:57:17
680,Inta,RU,66.0317,60.1659,41.45,85,100,11.81,2022-10-12 05:57:17
681,Daltenganj,IN,24.0333,84.0667,85.53,62,54,7.45,2022-10-12 05:57:18
682,Tairua,NZ,-37.0167,175.85,58.66,80,100,2.91,2022-10-12 05:54:02
683,Marquette,US,46.5333,-87.6335,61.83,81,46,15.5,2022-10-12 05:57:19
684,Bocaiuva,BR,-17.1078,-43.815,66.83,57,19,3.67,2022-10-12 05:57:20
685,Mayo,US,38.8876,-76.5119,56.95,87,1,8.28,2022-10-12 05:58:21
686,Dubbo,AU,-32.25,148.6167,69.93,56,100,11.5,2022-10-12 05:58:21
687,Korhogo,CI,9.45,-5.6333,69.17,98,41,3.58,2022-10-12 05:58:22
688,Martapura,ID,-3.4167,114.85,91.49,55,40,6.91,2022-10-12 05:58:23
689,Nome,US,64.5011,-165.4064,27.16,93,100,3.96,2022-10-12 05:58:23
690,Yerofey Pavlovich,RU,53.9667,121.9667,43.77,52,99,3.31,2022-10-12 05:58:24
691,Yanam,IN,16.7333,82.2167,87.49,65,79,3.85,2022-10-12 05:58:25
692,Cacu,BR,-18.5567,-51.1308,72.39,76,97,4.76,2022-10-12 05:58:25
693,Chiang Khong,TH,20.2613,100.4046,83.34,73,26,0.76,2022-10-12 05:58:26
694,Lavrentiya,RU,65.5833,-171.0,28.31,60,37,7.18,2022-10-12 05:58:26
695,Novo Oriente,BR,-5.5344,-40.7742,76.64,51,10,9.37,2022-10-12 05:58:27
696,Yining,CN,29.0361,114.5636,75.76,23,6,3.58,2022-10-12 05:58:28
697,Zambezi,ZM,-13.5432,23.1047,75.63,28,9,12.46,2022-10-12 05:58:28
698,Urengoy,RU,65.9667,78.3667,37.15,96,99,13.62,2022-10-12 05:58:29
699,Alanya,TR,36.5438,31.9998,74.1,54,57,3.56,2022-10-12 05:58:30
700,Marawi,PH,7.9986,124.2928,77.67,82,100,2.91,2022-10-12 05:58:30
701,Tigre,AR,-34.426,-58.5796,60.8,77,0,2.3,2022-10-12 05:58:31
702,Faya,SA,18.3851,42.4509,66.31,23,12,4.99,2022-10-12 05:58:31
